Values,Telencephalon,Tectum,Thalamus,Hypothalamus,Cerebellum,Hindbrain,Habenula,Posterior-Tuberculum
nrros_exp3_hom_18_C0divC1_8_roi.csv,1.331508994102478, 1.193588137626648, 0.6189615726470947, 0.12266077846288681, 1.1904444694519043, 0.18522189557552338, 1.1570104360580444, 0.15783825516700745
nrros_exp3_hom_1_C0divC1_8_roi.csv,0.6029546856880188, 0.3924289047718048, 0.22744707763195038, 0.04182286933064461, 0.4781486690044403, 0.12192059308290482, 0.5052152276039124, 0.0531017892062664
nrros_exp3_hom_2_C0divC1_8_roi.csv,0.5645282864570618, 0.458357572555542, 0.2812488079071045, 0.04745347052812576, 0.7560992240905762, 0.2023712396621704, 0.3878694474697113, 0.09286999702453613
nrros_exp3_hom_3_C0divC1_8_roi.csv,0.5839051604270935, 0.4684010148048401, 0.28003519773483276, 0.041768841445446014, 0.786324679851532, 0.24813614785671234, 0.44273221492767334, 0.07399789243936539
nrros_exp3_hom_4_C0divC1_8_roi.csv,0.6597673892974854, 0.5309302806854248, 0.226812481880188, 0.03569888323545456, 0.7799580693244934, 0.21602974832057953, 0.5216286182403564, 0.056062065064907074
nrros_exp3_hom_5_C0divC1_8_roi.csv,0.8579126596450806, 0.7394848465919495, 0.8401722311973572, 0.07167541980743408, 0.8820124864578247, 0.27468937635421753, 0.9931932091712952, 0.21458971500396729
nrros_exp3_hom_6_C0divC1_8_roi.csv,0.6696335673332214, 0.6812848448753357, 0.5037148594856262, 0.057419613003730774, 0.9165318608283997, 0.25841522216796875, 0.5956476926803589, 0.14277392625808716
nrros_exp3_hom_7_C0divC1_8_roi.csv,0.0001889432896859944, 0.45693328976631165, 0.41312089562416077, 0.797435462474823, 0.5332875847816467, 0.898813009262085, 0.2173963040113449, 0.8007256388664246
nrros_exp3_hom_9_C0divC1_8_roi.csv,0.7097442746162415, 0.5666322708129883, 0.3113845884799957, 0.04442039504647255, 0.634588897228241, 0.148140549659729, 0.6652289032936096, 0.06595798581838608
nrros_exp3_wt_13_C0divC1_8_roi.csv,0.9573246836662292, 0.7806369066238403, 0.5575980544090271, 0.07925917208194733, 1.1354029178619385, 0.28889191150665283, 0.9172029495239258, 0.188059464097023
nrros_exp3_wt_14_C0divC1_8_roi.csv,0.9726759195327759, 0.7900855541229248, 0.3091665804386139, 0.08691706508398056, 0.7974393963813782, 0.14259642362594604, 0.8656525015830994, 0.06560283154249191
nrros_exp3_wt_15_C0divC1_8_roi.csv,0.9785773754119873, 0.764171838760376, 0.5654702186584473, 0.08853700757026672, 0.9504023790359497, 0.26170557737350464, 0.8165059685707092, 0.16835090517997742
nrros_exp3_wt_16_C0divC1_8_roi.csv,0.7767468690872192, 0.6440887451171875, 0.2732241451740265, 0.055408086627721786, 0.9346141219139099, 0.20440873503684998, 0.6550264954566956, 0.09126503765583038
nrros_exp3_wt_1_C0divC1_8_roi.csv,0.8148746490478516, 0.7059402465820312, 0.38794341683387756, 0.053468771278858185, 0.9968645572662354, 0.2032260298728943, 0.6967180371284485, 0.07606199383735657
nrros_exp3_wt_3_C0divC1_8_roi.csv,0.7042691111564636, 0.4838723838329315, 0.21778790652751923, 0.04138874262571335, 0.5938051342964172, 0.15852895379066467, 0.6537690162658691, 0.048669178038835526
nrros_exp3_wt_4_C0divC1_8_roi.csv,0.6266164183616638, 0.3999449908733368, 0.200220987200737, 0.033629950135946274, 0.42736825346946716, 0.10955896228551865, 0.4187924563884735, 0.04571624472737312
nrros_exp3_wt_5_C0divC1_8_roi.csv,0.7882449626922607, 0.6950427293777466, 0.32444295287132263, 0.049153853207826614, 0.8142218589782715, 0.20337513089179993, 0.6145032048225403, 0.06624362617731094
nrros_exp3_wt_6_C0divC1_8_roi.csv,0.7129988074302673, 0.5732552409172058, 0.28600800037384033, 0.04896370694041252, 0.8120936155319214, 0.16950751841068268, 0.6686499118804932, 0.049784641712903976
nrros_exp3_wt_9_C0divC1_8_roi.csv,0.7827889323234558, 0.6555888056755066, 0.3319530487060547, 0.04588326811790466, 0.9106466770172119, 0.2286335974931717, 0.7108446955680847, 0.06575100868940353
